id	uri
107	http://www.wikidata.org/entity/Q102149330
108	http://www.wikidata.org/entity/Q102159715
109	http://www.wikidata.org/entity/Q1021645
110	http://www.wikidata.org/entity/Q102166496
111	http://www.wikidata.org/entity/Q102173712
112	http://www.wikidata.org/entity/Q102183667
113	http://www.wikidata.org/entity/Q102189168
114	http://www.wikidata.org/entity/Q102190262
115	http://www.wikidata.org/entity/Q102196850
116	http://www.wikidata.org/entity/Q1022
117	http://www.wikidata.org/entity/Q102207922
118	http://www.wikidata.org/entity/Q102215084
119	http://www.wikidata.org/entity/Q102215157
120	http://www.wikidata.org/entity/Q102225016
121	http://www.wikidata.org/entity/Q102234929
122	http://www.wikidata.org/entity/Q102235164
123	http://www.wikidata.org/entity/Q1022366
124	http://www.wikidata.org/entity/Q102240673
125	http://www.wikidata.org/entity/Q102249107
126	http://www.wikidata.org/entity/Q102249979
127	http://www.wikidata.org/entity/Q102250239
128	http://www.wikidata.org/entity/Q102250356
129	http://www.wikidata.org/entity/Q102250596
130	http://www.wikidata.org/entity/Q102260254
131	http://www.wikidata.org/entity/Q102260410
132	http://www.wikidata.org/entity/Q102260619
133	http://www.wikidata.org/entity/Q102271241
134	http://www.wikidata.org/entity/Q102281198
135	http://www.wikidata.org/entity/Q102326186
136	http://www.wikidata.org/entity/Q102347171
137	http://www.wikidata.org/entity/Q102352067
138	http://www.wikidata.org/entity/Q102353301
139	http://www.wikidata.org/entity/Q102354124
140	http://www.wikidata.org/entity/Q102369587
141	http://www.wikidata.org/entity/Q102372121
142	http://www.wikidata.org/entity/Q1023912
143	http://www.wikidata.org/entity/Q102392722
144	http://www.wikidata.org/entity/Q102397813
145	http://www.wikidata.org/entity/Q102398072
146	http://www.wikidata.org/entity/Q102398197
147	http://www.wikidata.org/entity/Q102400157
148	http://www.wikidata.org/entity/Q1024181
149	http://www.wikidata.org/entity/Q102423557
150	http://www.wikidata.org/entity/Q102427005
151	http://www.wikidata.org/entity/Q102429762
152	http://www.wikidata.org/entity/Q102433313
153	http://www.wikidata.org/entity/Q102433723
154	http://www.wikidata.org/entity/Q1024362
155	http://www.wikidata.org/entity/Q1024426
156	http://www.wikidata.org/entity/Q102442639
157	http://www.wikidata.org/entity/Q102443075
158	http://www.wikidata.org/entity/Q1024543
159	http://www.wikidata.org/entity/Q1025
160	http://www.wikidata.org/entity/Q102532048
161	http://www.wikidata.org/entity/Q102562138
162	http://www.wikidata.org/entity/Q1025807
163	http://www.wikidata.org/entity/Q102680343
164	http://www.wikidata.org/entity/Q1026827
165	http://www.wikidata.org/entity/Q1026919
166	http://www.wikidata.org/entity/Q1026925
167	http://www.wikidata.org/entity/Q1026926
168	http://www.wikidata.org/entity/Q1026962
169	http://www.wikidata.org/entity/Q1027
170	http://www.wikidata.org/entity/Q102704145
171	http://www.wikidata.org/entity/Q102712695
172	http://www.wikidata.org/entity/Q10272926
173	http://www.wikidata.org/entity/Q10275041
174	http://www.wikidata.org/entity/Q102765872
175	http://www.wikidata.org/entity/Q102785
176	http://www.wikidata.org/entity/Q1028
177	http://www.wikidata.org/entity/Q1028181
178	http://www.wikidata.org/entity/Q102830
179	http://www.wikidata.org/entity/Q102852247
180	http://www.wikidata.org/entity/Q10285771
181	http://www.wikidata.org/entity/Q1028640
182	http://www.wikidata.org/entity/Q10294066
183	http://www.wikidata.org/entity/Q102943
184	http://www.wikidata.org/entity/Q102951172
185	http://www.wikidata.org/entity/Q10295416
186	http://www.wikidata.org/entity/Q1030404
187	http://www.wikidata.org/entity/Q103047200
188	http://www.wikidata.org/entity/Q10316139
189	http://www.wikidata.org/entity/Q1031803
190	http://www.wikidata.org/entity/Q1031994
191	http://www.wikidata.org/entity/Q1032
192	http://www.wikidata.org/entity/Q10320674
193	http://www.wikidata.org/entity/Q1032282
194	http://www.wikidata.org/entity/Q1032491
195	http://www.wikidata.org/entity/Q10328037
196	http://www.wikidata.org/entity/Q1033
197	http://www.wikidata.org/entity/Q103366077
198	http://www.wikidata.org/entity/Q103369
199	http://www.wikidata.org/entity/Q10341322
200	http://www.wikidata.org/entity/Q1034225
201	http://www.wikidata.org/entity/Q1035
202	http://www.wikidata.org/entity/Q103528991
203	http://www.wikidata.org/entity/Q1035745
204	http://www.wikidata.org/entity/Q103575
205	http://www.wikidata.org/entity/Q1036
206	http://www.wikidata.org/entity/Q10365085
207	http://www.wikidata.org/entity/Q103669
208	http://www.wikidata.org/entity/Q103674
209	http://www.wikidata.org/entity/Q1036763
210	http://www.wikidata.org/entity/Q1037
211	http://www.wikidata.org/entity/Q103813399
212	http://www.wikidata.org/entity/Q103859
213	http://www.wikidata.org/entity/Q10387
214	http://www.wikidata.org/entity/Q10390335
215	http://www.wikidata.org/entity/Q1040
216	http://www.wikidata.org/entity/Q104007554
217	http://www.wikidata.org/entity/Q104055614
218	http://www.wikidata.org/entity/Q1041
219	http://www.wikidata.org/entity/Q104111108
220	http://www.wikidata.org/entity/Q104142314
221	http://www.wikidata.org/entity/Q104145
222	http://www.wikidata.org/entity/Q1041671
223	http://www.wikidata.org/entity/Q1041737
224	http://www.wikidata.org/entity/Q104187895
225	http://www.wikidata.org/entity/Q1042
226	http://www.wikidata.org/entity/Q104243642
227	http://www.wikidata.org/entity/Q104247898
228	http://www.wikidata.org/entity/Q104248173
229	http://www.wikidata.org/entity/Q104249075
230	http://www.wikidata.org/entity/Q10429346
231	http://www.wikidata.org/entity/Q1042994
232	http://www.wikidata.org/entity/Q1043527
233	http://www.wikidata.org/entity/Q104374119
234	http://www.wikidata.org/entity/Q1043963
235	http://www.wikidata.org/entity/Q1044
236	http://www.wikidata.org/entity/Q104440
237	http://www.wikidata.org/entity/Q1044528
238	http://www.wikidata.org/entity/Q104560788
239	http://www.wikidata.org/entity/Q1045828
240	http://www.wikidata.org/entity/Q1046023
241	http://www.wikidata.org/entity/Q104606911
242	http://www.wikidata.org/entity/Q1046090
243	http://www.wikidata.org/entity/Q1046137
244	http://www.wikidata.org/entity/Q104628981
245	http://www.wikidata.org/entity/Q1047060
246	http://www.wikidata.org/entity/Q1047113
247	http://www.wikidata.org/entity/Q104721242
248	http://www.wikidata.org/entity/Q104721244
249	http://www.wikidata.org/entity/Q104721250
250	http://www.wikidata.org/entity/Q1047293
251	http://www.wikidata.org/entity/Q104740951
252	http://www.wikidata.org/entity/Q104760103
253	http://www.wikidata.org/entity/Q104761105
254	http://www.wikidata.org/entity/Q104765
255	http://www.wikidata.org/entity/Q104787738
256	http://www.wikidata.org/entity/Q104796447
257	http://www.wikidata.org/entity/Q1047965
258	http://www.wikidata.org/entity/Q1048525
259	http://www.wikidata.org/entity/Q1048898
260	http://www.wikidata.org/entity/Q1049
261	http://www.wikidata.org/entity/Q1049470
262	http://www.wikidata.org/entity/Q1049511
263	http://www.wikidata.org/entity/Q10497074
264	http://www.wikidata.org/entity/Q1049757
265	http://www.wikidata.org/entity/Q104994
266	http://www.wikidata.org/entity/Q1049976
267	http://www.wikidata.org/entity/Q105028718
268	http://www.wikidata.org/entity/Q105038817
269	http://www.wikidata.org/entity/Q10507565
270	http://www.wikidata.org/entity/Q105077092
271	http://www.wikidata.org/entity/Q105091265
272	http://www.wikidata.org/entity/Q105107008
273	http://www.wikidata.org/entity/Q10511649
274	http://www.wikidata.org/entity/Q1051840
275	http://www.wikidata.org/entity/Q105186
276	http://www.wikidata.org/entity/Q105199430
277	http://www.wikidata.org/entity/Q1052291
278	http://www.wikidata.org/entity/Q105232450
279	http://www.wikidata.org/entity/Q1052614
280	http://www.wikidata.org/entity/Q10526236
281	http://www.wikidata.org/entity/Q105272307
282	http://www.wikidata.org/entity/Q1053592
283	http://www.wikidata.org/entity/Q1053985
284	http://www.wikidata.org/entity/Q10541491
285	http://www.wikidata.org/entity/Q105422
286	http://www.wikidata.org/entity/Q105424537
287	http://www.wikidata.org/entity/Q105427200
288	http://www.wikidata.org/entity/Q105443505
289	http://www.wikidata.org/entity/Q105478038
290	http://www.wikidata.org/entity/Q1054923
291	http://www.wikidata.org/entity/Q1055
292	http://www.wikidata.org/entity/Q10553385
293	http://www.wikidata.org/entity/Q105538968
294	http://www.wikidata.org/entity/Q105616823
295	http://www.wikidata.org/entity/Q105627365
296	http://www.wikidata.org/entity/Q1056391
297	http://www.wikidata.org/entity/Q105675680
298	http://www.wikidata.org/entity/Q105695288
299	http://www.wikidata.org/entity/Q105695291
300	http://www.wikidata.org/entity/Q105704011
301	http://www.wikidata.org/entity/Q105704138
302	http://www.wikidata.org/entity/Q1057199
303	http://www.wikidata.org/entity/Q105722424
304	http://www.wikidata.org/entity/Q105730365
305	http://www.wikidata.org/entity/Q105742600
306	http://www.wikidata.org/entity/Q105773164
307	http://www.wikidata.org/entity/Q105780
308	http://www.wikidata.org/entity/Q1057890
309	http://www.wikidata.org/entity/Q105819
310	http://www.wikidata.org/entity/Q105824716
311	http://www.wikidata.org/entity/Q105842353
312	http://www.wikidata.org/entity/Q1058914
313	http://www.wikidata.org/entity/Q105942
314	http://www.wikidata.org/entity/Q1059517
315	http://www.wikidata.org/entity/Q105993760
316	http://www.wikidata.org/entity/Q1060621
317	http://www.wikidata.org/entity/Q106086392
318	http://www.wikidata.org/entity/Q1061104
319	http://www.wikidata.org/entity/Q1061122
320	http://www.wikidata.org/entity/Q1061188
321	http://www.wikidata.org/entity/Q1061450
322	http://www.wikidata.org/entity/Q106153901
323	http://www.wikidata.org/entity/Q1062129
324	http://www.wikidata.org/entity/Q1062574
325	http://www.wikidata.org/entity/Q1062711
326	http://www.wikidata.org/entity/Q1062928
327	http://www.wikidata.org/entity/Q106329638
328	http://www.wikidata.org/entity/Q1063447
329	http://www.wikidata.org/entity/Q1063699
330	http://www.wikidata.org/entity/Q106410376
331	http://www.wikidata.org/entity/Q106413787
332	http://www.wikidata.org/entity/Q1064330
333	http://www.wikidata.org/entity/Q106436751
334	http://www.wikidata.org/entity/Q1064506
335	http://www.wikidata.org/entity/Q106451066
336	http://www.wikidata.org/entity/Q1064601
337	http://www.wikidata.org/entity/Q106464218
338	http://www.wikidata.org/entity/Q10648
339	http://www.wikidata.org/entity/Q1065
340	http://www.wikidata.org/entity/Q1065024
341	http://www.wikidata.org/entity/Q106502662
342	http://www.wikidata.org/entity/Q106508988
343	http://www.wikidata.org/entity/Q106509964
344	http://www.wikidata.org/entity/Q1065154
345	http://www.wikidata.org/entity/Q1065414
346	http://www.wikidata.org/entity/Q106543540
347	http://www.wikidata.org/entity/Q1065809
348	http://www.wikidata.org/entity/Q1066052
349	http://www.wikidata.org/entity/Q1066188
350	http://www.wikidata.org/entity/Q1066440
351	http://www.wikidata.org/entity/Q1066494
352	http://www.wikidata.org/entity/Q1066551
353	http://www.wikidata.org/entity/Q106659
354	http://www.wikidata.org/entity/Q106692828
355	http://www.wikidata.org/entity/Q106693854
356	http://www.wikidata.org/entity/Q106696880
357	http://www.wikidata.org/entity/Q1066984
358	http://www.wikidata.org/entity/Q106726946
359	http://www.wikidata.org/entity/Q10672931
360	http://www.wikidata.org/entity/Q106730578
361	http://www.wikidata.org/entity/Q1067471
362	http://www.wikidata.org/entity/Q1067549
363	http://www.wikidata.org/entity/Q1067601
364	http://www.wikidata.org/entity/Q1067916
365	http://www.wikidata.org/entity/Q1067935
366	http://www.wikidata.org/entity/Q1068072
367	http://www.wikidata.org/entity/Q106814373
368	http://www.wikidata.org/entity/Q106814527
369	http://www.wikidata.org/entity/Q1068258
370	http://www.wikidata.org/entity/Q106837203
371	http://www.wikidata.org/entity/Q106859693
372	http://www.wikidata.org/entity/Q106859740
373	http://www.wikidata.org/entity/Q10686
374	http://www.wikidata.org/entity/Q1068752
375	http://www.wikidata.org/entity/Q10689397
376	http://www.wikidata.org/entity/Q1069
377	http://www.wikidata.org/entity/Q1069131
378	http://www.wikidata.org/entity/Q106934176
379	http://www.wikidata.org/entity/Q106957770
380	http://www.wikidata.org/entity/Q106996977
381	http://www.wikidata.org/entity/Q1069994
382	http://www.wikidata.org/entity/Q1070333
383	http://www.wikidata.org/entity/Q1070564
384	http://www.wikidata.org/entity/Q107074885
385	http://www.wikidata.org/entity/Q1071
386	http://www.wikidata.org/entity/Q107100767
387	http://www.wikidata.org/entity/Q107126
388	http://www.wikidata.org/entity/Q1071349
389	http://www.wikidata.org/entity/Q107145200
390	http://www.wikidata.org/entity/Q107183707
391	http://www.wikidata.org/entity/Q1072029
392	http://www.wikidata.org/entity/Q1072120
393	http://www.wikidata.org/entity/Q10723329
394	http://www.wikidata.org/entity/Q107287878
395	http://www.wikidata.org/entity/Q107299278
396	http://www.wikidata.org/entity/Q107307154
397	http://www.wikidata.org/entity/Q107309249
398	http://www.wikidata.org/entity/Q10732476
399	http://www.wikidata.org/entity/Q107345609
400	http://www.wikidata.org/entity/Q107352040
401	http://www.wikidata.org/entity/Q107353744
402	http://www.wikidata.org/entity/Q107361304
403	http://www.wikidata.org/entity/Q107405
404	http://www.wikidata.org/entity/Q1074103
405	http://www.wikidata.org/entity/Q107410830
406	http://www.wikidata.org/entity/Q1074688
407	http://www.wikidata.org/entity/Q1074856
408	http://www.wikidata.org/entity/Q107488195
409	http://www.wikidata.org/entity/Q1075104
410	http://www.wikidata.org/entity/Q1075106
411	http://www.wikidata.org/entity/Q1075116
412	http://www.wikidata.org/entity/Q1075148
413	http://www.wikidata.org/entity/Q1075339
414	http://www.wikidata.org/entity/Q107543022
415	http://www.wikidata.org/entity/Q107569
416	http://www.wikidata.org/entity/Q107616228
417	http://www.wikidata.org/entity/Q107626056
418	http://www.wikidata.org/entity/Q10762848
419	http://www.wikidata.org/entity/Q107631155
420	http://www.wikidata.org/entity/Q1076338
421	http://www.wikidata.org/entity/Q107639
422	http://www.wikidata.org/entity/Q1076486
423	http://www.wikidata.org/entity/Q1076502
424	http://www.wikidata.org/entity/Q1076547
425	http://www.wikidata.org/entity/Q107655869
426	http://www.wikidata.org/entity/Q1076779
427	http://www.wikidata.org/entity/Q1076890
428	http://www.wikidata.org/entity/Q107690
429	http://www.wikidata.org/entity/Q1076968
430	http://www.wikidata.org/entity/Q107710245
431	http://www.wikidata.org/entity/Q107724786
432	http://www.wikidata.org/entity/Q10781865
433	http://www.wikidata.org/entity/Q1078374
434	http://www.wikidata.org/entity/Q107861321
435	http://www.wikidata.org/entity/Q1078889
436	http://www.wikidata.org/entity/Q1079140
437	http://www.wikidata.org/entity/Q1079329
438	http://www.wikidata.org/entity/Q107964
439	http://www.wikidata.org/entity/Q107966493
440	http://www.wikidata.org/entity/Q107968021
441	http://www.wikidata.org/entity/Q1079853
442	http://www.wikidata.org/entity/Q10798782
443	http://www.wikidata.org/entity/Q10800073
444	http://www.wikidata.org/entity/Q10800557
445	http://www.wikidata.org/entity/Q1080189
446	http://www.wikidata.org/entity/Q108027610
447	http://www.wikidata.org/entity/Q108040139
448	http://www.wikidata.org/entity/Q1080464
449	http://www.wikidata.org/entity/Q108067
450	http://www.wikidata.org/entity/Q1080794
451	http://www.wikidata.org/entity/Q1080857
452	http://www.wikidata.org/entity/Q108101
453	http://www.wikidata.org/entity/Q108109656
454	http://www.wikidata.org/entity/Q108143
455	http://www.wikidata.org/entity/Q10815
456	http://www.wikidata.org/entity/Q108187195
457	http://www.wikidata.org/entity/Q108224839
458	http://www.wikidata.org/entity/Q108228025
459	http://www.wikidata.org/entity/Q108273874
460	http://www.wikidata.org/entity/Q1082877
461	http://www.wikidata.org/entity/Q108289186
462	http://www.wikidata.org/entity/Q108295
463	http://www.wikidata.org/entity/Q108295197
464	http://www.wikidata.org/entity/Q108300140
465	http://www.wikidata.org/entity/Q108328
466	http://www.wikidata.org/entity/Q10838
467	http://www.wikidata.org/entity/Q108411368
468	http://www.wikidata.org/entity/Q108411757
469	http://www.wikidata.org/entity/Q10843402
470	http://www.wikidata.org/entity/Q108467991
471	http://www.wikidata.org/entity/Q10847349
472	http://www.wikidata.org/entity/Q108481133
473	http://www.wikidata.org/entity/Q108482076
474	http://www.wikidata.org/entity/Q108497679
475	http://www.wikidata.org/entity/Q1085
476	http://www.wikidata.org/entity/Q108501791
477	http://www.wikidata.org/entity/Q108502951
478	http://www.wikidata.org/entity/Q10851
479	http://www.wikidata.org/entity/Q1085419
480	http://www.wikidata.org/entity/Q10855195
481	http://www.wikidata.org/entity/Q10855212
482	http://www.wikidata.org/entity/Q10855216
483	http://www.wikidata.org/entity/Q10855226
484	http://www.wikidata.org/entity/Q10855271
485	http://www.wikidata.org/entity/Q108574723
486	http://www.wikidata.org/entity/Q1085799
487	http://www.wikidata.org/entity/Q10858594
488	http://www.wikidata.org/entity/Q108598
489	http://www.wikidata.org/entity/Q1085991
490	http://www.wikidata.org/entity/Q10860383
491	http://www.wikidata.org/entity/Q1086069
492	http://www.wikidata.org/entity/Q10863587
493	http://www.wikidata.org/entity/Q108704579
494	http://www.wikidata.org/entity/Q10872101
495	http://www.wikidata.org/entity/Q10873124
496	http://www.wikidata.org/entity/Q10874020
497	http://www.wikidata.org/entity/Q10874032
498	http://www.wikidata.org/entity/Q108776303
499	http://www.wikidata.org/entity/Q108800738
500	http://www.wikidata.org/entity/Q108806
501	http://www.wikidata.org/entity/Q108810424
502	http://www.wikidata.org/entity/Q108817816
503	http://www.wikidata.org/entity/Q1088364
504	http://www.wikidata.org/entity/Q108847005
505	http://www.wikidata.org/entity/Q108859
506	http://www.wikidata.org/entity/Q108863906
507	http://www.wikidata.org/entity/Q108864780
508	http://www.wikidata.org/entity/Q108872504
509	http://www.wikidata.org/entity/Q108875956
510	http://www.wikidata.org/entity/Q108875975
511	http://www.wikidata.org/entity/Q108876095
512	http://www.wikidata.org/entity/Q108876172
513	http://www.wikidata.org/entity/Q10887788
514	http://www.wikidata.org/entity/Q108887192
515	http://www.wikidata.org/entity/Q10889115
516	http://www.wikidata.org/entity/Q10891456
517	http://www.wikidata.org/entity/Q10904959
518	http://www.wikidata.org/entity/Q10905105
519	http://www.wikidata.org/entity/Q10905171
520	http://www.wikidata.org/entity/Q10905235
521	http://www.wikidata.org/entity/Q10905276
522	http://www.wikidata.org/entity/Q10905334
523	http://www.wikidata.org/entity/Q10905380
524	http://www.wikidata.org/entity/Q109119401
525	http://www.wikidata.org/entity/Q1091287
526	http://www.wikidata.org/entity/Q10920503
527	http://www.wikidata.org/entity/Q109236481
528	http://www.wikidata.org/entity/Q10923736
529	http://www.wikidata.org/entity/Q1092391
530	http://www.wikidata.org/entity/Q109248984
531	http://www.wikidata.org/entity/Q109252
532	http://www.wikidata.org/entity/Q109256714
533	http://www.wikidata.org/entity/Q10927172
534	http://www.wikidata.org/entity/Q10927231
535	http://www.wikidata.org/entity/Q1093361
536	http://www.wikidata.org/entity/Q109363035
537	http://www.wikidata.org/entity/Q1093829
538	http://www.wikidata.org/entity/Q1093910
539	http://www.wikidata.org/entity/Q1093944
540	http://www.wikidata.org/entity/Q1094046
541	http://www.wikidata.org/entity/Q109408151
542	http://www.wikidata.org/entity/Q1094207
543	http://www.wikidata.org/entity/Q109431081
544	http://www.wikidata.org/entity/Q109434338
545	http://www.wikidata.org/entity/Q10945179
546	http://www.wikidata.org/entity/Q109464777
547	http://www.wikidata.org/entity/Q109470022
548	http://www.wikidata.org/entity/Q109473989
549	http://www.wikidata.org/entity/Q109474855
550	http://www.wikidata.org/entity/Q109475849
551	http://www.wikidata.org/entity/Q109554377
552	http://www.wikidata.org/entity/Q109557904
553	http://www.wikidata.org/entity/Q1095773
554	http://www.wikidata.org/entity/Q109582
555	http://www.wikidata.org/entity/Q10959
556	http://www.wikidata.org/entity/Q109598510
557	http://www.wikidata.org/entity/Q1096013
558	http://www.wikidata.org/entity/Q109627433
559	http://www.wikidata.org/entity/Q109666548
560	http://www.wikidata.org/entity/Q109667546
561	http://www.wikidata.org/entity/Q109678085
562	http://www.wikidata.org/entity/Q109727298
563	http://www.wikidata.org/entity/Q109731214
564	http://www.wikidata.org/entity/Q109738618
565	http://www.wikidata.org/entity/Q109744
566	http://www.wikidata.org/entity/Q109767256
567	http://www.wikidata.org/entity/Q109769109
568	http://www.wikidata.org/entity/Q109782
569	http://www.wikidata.org/entity/Q109835192
570	http://www.wikidata.org/entity/Q10984616
571	http://www.wikidata.org/entity/Q109926363
572	http://www.wikidata.org/entity/Q1100047
573	http://www.wikidata.org/entity/Q1100067
574	http://www.wikidata.org/entity/Q1100167
575	http://www.wikidata.org/entity/Q110032
576	http://www.wikidata.org/entity/Q1100487
577	http://www.wikidata.org/entity/Q110064282
578	http://www.wikidata.org/entity/Q110068107
579	http://www.wikidata.org/entity/Q110127
580	http://www.wikidata.org/entity/Q11016
581	http://www.wikidata.org/entity/Q110207
582	http://www.wikidata.org/entity/Q1102209
583	http://www.wikidata.org/entity/Q11023
584	http://www.wikidata.org/entity/Q11024
585	http://www.wikidata.org/entity/Q110247019
586	http://www.wikidata.org/entity/Q11030
587	http://www.wikidata.org/entity/Q11032
588	http://www.wikidata.org/entity/Q11033
589	http://www.wikidata.org/entity/Q110378126
590	http://www.wikidata.org/entity/Q110403718
591	http://www.wikidata.org/entity/Q110415
592	http://www.wikidata.org/entity/Q110436
593	http://www.wikidata.org/entity/Q1104565
594	http://www.wikidata.org/entity/Q110471679
595	http://www.wikidata.org/entity/Q110495845
596	http://www.wikidata.org/entity/Q110530811
597	http://www.wikidata.org/entity/Q110540048
598	http://www.wikidata.org/entity/Q110541711
599	http://www.wikidata.org/entity/Q110544181
600	http://www.wikidata.org/entity/Q110565573
601	http://www.wikidata.org/entity/Q110587
602	http://www.wikidata.org/entity/Q110602723
603	http://www.wikidata.org/entity/Q11063
604	http://www.wikidata.org/entity/Q110632
605	http://www.wikidata.org/entity/Q11067117
606	http://www.wikidata.org/entity/Q110686881
607	http://www.wikidata.org/entity/Q110696
608	http://www.wikidata.org/entity/Q1107006
609	http://www.wikidata.org/entity/Q110702998
610	http://www.wikidata.org/entity/Q11070768
611	http://www.wikidata.org/entity/Q110715136
612	http://www.wikidata.org/entity/Q110739
613	http://www.wikidata.org/entity/Q110750537
614	http://www.wikidata.org/entity/Q1107771
615	http://www.wikidata.org/entity/Q110778747
616	http://www.wikidata.org/entity/Q110819512
617	http://www.wikidata.org/entity/Q1108197
618	http://www.wikidata.org/entity/Q110843607
619	http://www.wikidata.org/entity/Q11085831
620	http://www.wikidata.org/entity/Q1109135
621	http://www.wikidata.org/entity/Q110915007
622	http://www.wikidata.org/entity/Q110929442
623	http://www.wikidata.org/entity/Q110952589
624	http://www.wikidata.org/entity/Q110953074
625	http://www.wikidata.org/entity/Q110957
626	http://www.wikidata.org/entity/Q110975444
627	http://www.wikidata.org/entity/Q110977914
628	http://www.wikidata.org/entity/Q1109829
629	http://www.wikidata.org/entity/Q111009848
630	http://www.wikidata.org/entity/Q1110794
631	http://www.wikidata.org/entity/Q111082071
632	http://www.wikidata.org/entity/Q1111261
633	http://www.wikidata.org/entity/Q111141816
634	http://www.wikidata.org/entity/Q111142392
635	http://www.wikidata.org/entity/Q1111640
636	http://www.wikidata.org/entity/Q111164948
637	http://www.wikidata.org/entity/Q111166145
638	http://www.wikidata.org/entity/Q1111684
639	http://www.wikidata.org/entity/Q111182157
640	http://www.wikidata.org/entity/Q111182189
641	http://www.wikidata.org/entity/Q11118311
